index,brand,model,image_absolute_path,source_url
368,Jacques Marie Mage,Hartigan Opt Phantom,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\368_jacques_marie_mage_hartigan_opt_phantom.jpg,https://miaburton.com/en/eyeglasses/jacques-marie-mage
369,Jacques Marie Mage,Clark Opt Phantom,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\369_jacques_marie_mage_clark_opt_phantom.jpg,https://miaburton.com/en/eyeglasses/jacques-marie-mage
370,Silhouette,Titan Minimal Art Stellar NL,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\370_silhouette_titan_minimal_art_stellar_nl.jpg,https://www.eurooptica.com/products/silhouette-r-titan-minimal-art-stellar-nl
371,Matsuda,M2066,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\371_matsuda_m2066.jpg,https://www.matsuda.com/collections/optical
372,PROJEKT PRODUKT,SC17 C1PG【Pre-order Now】,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\372_projekt_produkt_sc17_c1pg_pre_order_now.jpg,https://www.blackzmith.com/collections/projekt-produkt-sc17-sc18
373,PROJEKT PRODUKT,SC17 C1WG【New】,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\373_projekt_produkt_sc17_c1wg_new.jpg,https://www.blackzmith.com/collections/projekt-produkt-sc17-sc18
374,PROJEKT PRODUKT,SC17 C02PG【New】,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\374_projekt_produkt_sc17_c02pg_new.jpg,https://www.blackzmith.com/collections/projekt-produkt-sc17-sc18
375,PROJEKT PRODUKT,SC18 C0PG【Pre-order Now】,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\375_projekt_produkt_sc18_c0pg_pre_order_now.jpg,https://www.blackzmith.com/collections/projekt-produkt-sc17-sc18
376,PROJEKT PRODUKT,SC18 C1PG,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\376_projekt_produkt_sc18_c1pg.jpg,https://www.blackzmith.com/collections/projekt-produkt-sc17-sc18
377,PROJEKT PRODUKT,SC18 C1WG【New】,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\377_projekt_produkt_sc18_c1wg_new.jpg,https://www.blackzmith.com/collections/projekt-produkt-sc17-sc18
378,LASH,Jack C1,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\378_lash_l_type_jack_c1_39414.jpg,https://totalsun.co.kr/product/래쉬-잭-l-type-jack-c1/39414/category/117/display/1/
379,LASH,Jack C3,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\379_lash_l_type_jack_c3_39413.jpg,https://totalsun.co.kr/product/래쉬-잭-l-type-jack-c3/39413/category/117/display/1/
380,LASH,August C1,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\380_lash_a_type_august_c1_51_39136.jpg,https://totalsun.co.kr/product/도착보장-래쉬-어거스트-a-type-august-c1-51/39136/category/117/display/1/
381,LASH,August C2,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\381_lash_a_type_august_c2_51_39135.jpg,https://totalsun.co.kr/product/도착보장-래쉬-어거스트-a-type-august-c2-51/39135/category/117/display/1/
382,LASH,August C3,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\382_lash_a_type_august_c3_51_39134.jpg,https://totalsun.co.kr/product/도착보장-래쉬-어거스트-a-type-august-c3-51/39134/category/117/display/1/
383,LASH,August C4,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\383_lash_a_type_august_c4_51_39133.jpg,https://totalsun.co.kr/product/도착보장-래쉬-어거스트-a-type-august-c4-51/39133/category/117/display/1/
384,ic! berlin,VAYU GUNMETAL - BLACK MATT,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\384_ic_berlin_vayu_gunmetal_black_matt.jpg,https://miaburton.com/en/eyeglasses/ic-berlin
385,ic! berlin,KARA GRAPHITE-TAUBENBLAU,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\385_ic_berlin_kara_graphite_taubenblau.jpg,https://miaburton.com/en/eyeglasses/ic-berlin
386,ic! berlin,EVELYN BLUE - SHINY GRAPHITE,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\386_ic_berlin_evelyn_blue_shiny_graphite.jpg,https://miaburton.com/en/eyeglasses/ic-berlin
387,ic! berlin,GEOFFREY ECOGREY MATT,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\387_ic_berlin_geoffrey_ecogrey_matt.jpg,https://miaburton.com/en/eyeglasses/ic-berlin
388,ic! berlin,ARI MARINE - BLUE - PEARL POP,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\388_ic_berlin_ari_marine_blue_pearl_pop.jpg,https://miaburton.com/en/eyeglasses/ic-berlin
389,ic! berlin,OSMIUM ROSE - GOLD - BLACK,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\389_ic_berlin_osmium_rose_gold_black.jpg,https://miaburton.com/en/eyeglasses/ic-berlin
390,KameManNen,1233 TS/LG silver/light gold,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\390_kamemannen_1233_ts_lg_silver_light_gold.jpg,https://miaburton.com/en/eyeglasses/kamemannen
391,KameManNen,1235 AG/RG antique gold/ rose gold,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\391_kamemannen_1235_ag_rg_antique_gold_rose_gold.jpg,https://miaburton.com/en/eyeglasses/kamemannen
392,KameManNen,99 TSH,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\392_kamemannen_99_tsh.jpg,https://miaburton.com/en/eyeglasses/kamemannen
393,KameManNen,9916 GD,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\393_kamemannen_9916_gd.jpg,https://miaburton.com/en/eyeglasses/kamemannen
394,KameManNen,152 GD,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\394_kamemannen_152_gd.jpg,https://miaburton.com/en/eyeglasses/kamemannen
395,KameManNen,3003 MBK,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\395_kamemannen_3003_mbk.jpg,https://miaburton.com/en/eyeglasses/kamemannen
396,Silhouette,PURE VISIONARY 7000 clear rhodium,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\396_silhouette_pure_visionary_7000_clear_rhodium.jpg,https://miaburton.com/en/eyeglasses/silhouette
397,Silhouette,1619 4040 lavender gradient,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\397_silhouette_1619_4040_lavender_gradient.jpg,https://miaburton.com/en/eyeglasses/silhouette
398,Silhouette,TITAN MINIMAL ART STELLAR 3040 galaxy red,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\398_silhouette_titan_minimal_art_stellar_3040_galaxy_red.jpg,https://miaburton.com/en/eyeglasses/silhouette
399,Silhouette,TITAN MINIMAL ART STELLAR 8540 nebula taupe,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\399_silhouette_titan_minimal_art_stellar_8540_nebula_taupe.jpg,https://miaburton.com/en/eyeglasses/silhouette
400,Silhouette,TITAN MINIMAL ART STELLAR 2540 lava orange,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\400_silhouette_titan_minimal_art_stellar_2540_lava_orange.jpg,https://miaburton.com/en/eyeglasses/silhouette
401,Tom Ford,FT5629-B 052 dark havana,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\401_tom_ford_ft5629_b_052_dark_havana.jpg,https://miaburton.com/en/eyeglasses/tom-ford
402,Tom Ford,FT5958-B 001 shiny black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\402_tom_ford_ft5958_b_001_shiny_black.jpg,https://miaburton.com/en/eyeglasses/tom-ford
403,Tom Ford,FT5913-B 052 dark havana,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\403_tom_ford_ft5913_b_052_dark_havana.jpg,https://miaburton.com/en/eyeglasses/tom-ford
404,Tom Ford,FT5987-B 001 shiny black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\404_tom_ford_ft5987_b_001_shiny_black.jpg,https://miaburton.com/en/eyeglasses/tom-ford
405,Tom Ford,FT6059-B 056 havana,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\405_tom_ford_ft6059_b_056_havana.jpg,https://miaburton.com/en/eyeglasses/tom-ford
406,Gucci,GG2083O 001 black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\406_gucci_gg2083o_001_black.jpg,https://miaburton.com/en/eyeglasses/gucci
407,Gucci,GG2034O 001 black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\407_gucci_gg2034o_001_black.jpg,https://miaburton.com/en/eyeglasses/gucci
408,Gucci,GG1221O 001 gold,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\408_gucci_gg1221o_001_gold.jpg,https://miaburton.com/en/eyeglasses/gucci
409,Gucci,GG2154O 002 gold,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\409_gucci_gg2154o_002_gold.jpg,https://miaburton.com/en/eyeglasses/gucci
410,Gucci,GG2141OK 002 black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\410_gucci_gg2141ok_002_black.jpg,https://miaburton.com/en/eyeglasses/gucci
411,Saint Laurent,BETTY THIN 001 black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\411_saint_laurent_betty_thin_001_black.jpg,https://miaburton.com/en/eyeglasses/saint-laurent
412,Saint Laurent,CLASSIC 11 YSL 002 silver,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\412_saint_laurent_classic_11_ysl_002_silver.jpg,https://miaburton.com/en/eyeglasses/saint-laurent
413,Saint Laurent,SL M158 001 black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\413_saint_laurent_sl_m158_001_black.jpg,https://miaburton.com/en/eyeglasses/saint-laurent
414,Saint Laurent,SL M97 001 black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\414_saint_laurent_sl_m97_001_black.jpg,https://miaburton.com/en/eyeglasses/saint-laurent
415,Saint Laurent,SL M163 001 black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\415_saint_laurent_sl_m163_001_black.jpg,https://miaburton.com/en/eyeglasses/saint-laurent
426,Cartier,CT0633O 001 black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\426_cartier_ct0633o_001_black.jpg,https://miaburton.com/en/eyeglasses/cartier
427,Cartier,CT0568O 001 gold,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\427_cartier_ct0568o_001_gold.jpg,https://miaburton.com/en/eyeglasses/cartier
428,Cartier,CT0600O 001 gold,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\428_cartier_ct0600o_001_gold.jpg,https://miaburton.com/en/eyeglasses/cartier
429,Cartier,CT0561OA 002 silver,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\429_cartier_ct0561oa_002_silver.jpg,https://miaburton.com/en/eyeglasses/cartier
430,Cartier,CT0446O 002 silver,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\430_cartier_ct0446o_002_silver.jpg,https://miaburton.com/en/eyeglasses/cartier
431,Balenciaga,BB0500O 005 beige,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\431_balenciaga_bb0500o_005_beige.jpg,https://miaburton.com/en/eyeglasses/balenciaga
432,Balenciaga,BB0370O 002 havana,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\432_balenciaga_bb0370o_002_havana.jpg,https://miaburton.com/en/eyeglasses/balenciaga
433,Balenciaga,BB0452O 001 gunmetal,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\433_balenciaga_bb0452o_001_gunmetal.jpg,https://miaburton.com/en/eyeglasses/balenciaga
434,Balenciaga,BB0449O 001 black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\434_balenciaga_bb0449o_001_black.jpg,https://miaburton.com/en/eyeglasses/balenciaga
435,Balenciaga,BB0437O 008 havana,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\435_balenciaga_bb0437o_008_havana.jpg,https://miaburton.com/en/eyeglasses/balenciaga
436,Bottega Veneta,BV1404OA 005 black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\436_bottega_veneta_bv1404oa_005_black.jpg,https://miaburton.com/en/eyeglasses/bottega-veneta
437,Bottega Veneta,BV1229OA 006 brown,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\437_bottega_veneta_bv1229oa_006_brown.jpg,https://miaburton.com/en/eyeglasses/bottega-veneta
438,Bottega Veneta,BV1316O 002 havana,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\438_bottega_veneta_bv1316o_002_havana.jpg,https://miaburton.com/en/eyeglasses/bottega-veneta
439,Bottega Veneta,BV1361O 005 black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\439_bottega_veneta_bv1361o_005_black.jpg,https://miaburton.com/en/eyeglasses/bottega-veneta
440,Bottega Veneta,BV1426OA 002 silver,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\440_bottega_veneta_bv1426oa_002_silver.jpg,https://miaburton.com/en/eyeglasses/bottega-veneta
447,Garrett Leight,CARINA BK black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\447_garrett_leight_carina_bk_black.jpg,https://miaburton.com/en/eyeglasses/garrett-leight
448,Garrett Leight,GALLOWAY SSTF sandstone fade,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\448_garrett_leight_galloway_sstf_sandstone_fade.jpg,https://miaburton.com/en/eyeglasses/garrett-leight
449,Garrett Leight,HAMPTON X SPBRNSH spotted brown shell,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\449_garrett_leight_hampton_x_spbrnsh_spotted_brown_shell.jpg,https://miaburton.com/en/eyeglasses/garrett-leight
450,Garrett Leight,MORNINGSIDE SASTM sandstorm,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\450_garrett_leight_morningside_sastm_sandstorm.jpg,https://miaburton.com/en/eyeglasses/garrett-leight
451,Garrett Leight,SHERWOOD DGFR douglas fir,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\451_garrett_leight_sherwood_dgfr_douglas_fir.jpg,https://miaburton.com/en/eyeglasses/garrett-leight
452,Garrett Leight,HOWLAND C caramel,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\452_garrett_leight_howland_c_caramel.jpg,https://miaburton.com/en/eyeglasses/garrett-leight
455,Cutler and Gross,0847 08 black on vintage havana,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\455_cutler_and_gross_0847_08_black_on_vintage_havana.jpg,https://miaburton.com/en/eyeglasses/cutler-and-gross
456,Cutler and Gross,9386 02 dark turtle,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\456_cutler_and_gross_9386_02_dark_turtle.jpg,https://miaburton.com/en/eyeglasses/cutler-and-gross
457,Cutler and Gross,1433 01 black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\457_cutler_and_gross_1433_01_black.jpg,https://miaburton.com/en/eyeglasses/cutler-and-gross
458,Cutler and Gross,1432 01 black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\458_cutler_and_gross_1432_01_black.jpg,https://miaburton.com/en/eyeglasses/cutler-and-gross
459,Cutler and Gross,0004 KINGSMAN 01 black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\459_cutler_and_gross_0004_kingsman_01_black.jpg,https://miaburton.com/en/eyeglasses/cutler-and-gross
460,Cutler and Gross,9782 05 classic navy blue,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\460_cutler_and_gross_9782_05_classic_navy_blue.jpg,https://miaburton.com/en/eyeglasses/cutler-and-gross
461,L.G.R,Congo Gold Olive Green 94,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\461_l_g_r_congo_gold_olive_green_94.jpg,https://lgrworld.com/collections/optical
462,L.G.R,Tunisi Crystal Pinl 71,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\462_l_g_r_tunisi_crystal_pinl_71.jpg,https://lgrworld.com/collections/optical
463,L.G.R,Senegal Crystal Dark Grey 78,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\463_l_g_r_senegal_crystal_dark_grey_78.jpg,https://lgrworld.com/collections/optical
464,L.G.R,Malabo 50 Ash Grey 92,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\464_l_g_r_malabo_50_ash_grey_92.jpg,https://lgrworld.com/collections/optical
465,L.G.R,Meknes Silver Havana Maculato Acetate Rim 39,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\465_l_g_r_meknes_silver_havana_maculato_acetate_rim_39.jpg,https://lgrworld.com/collections/optical
466,L.G.R,Karnak Black Crystal Brown Acetate Rim 76,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\466_l_g_r_karnak_black_crystal_brown_acetate_rim_76.jpg,https://lgrworld.com/collections/optical
467,Etnia Barcelona,Cakey,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\467_etnia_barcelona_cakey.jpg,https://www.etniabarcelona.com/us/en/optical
468,Etnia Barcelona,Brutal No.39,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\468_etnia_barcelona_brutal_no_39.jpg,https://www.etniabarcelona.com/us/en/optical
469,Etnia Barcelona,Brutal No.38,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\469_etnia_barcelona_brutal_no_38.jpg,https://www.etniabarcelona.com/us/en/optical
470,Etnia Barcelona,Brutal No.37,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\470_etnia_barcelona_brutal_no_37.jpg,https://www.etniabarcelona.com/us/en/optical
471,Etnia Barcelona,Brutal No.36,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\471_etnia_barcelona_brutal_no_36.jpg,https://www.etniabarcelona.com/us/en/optical
472,Etnia Barcelona,Bela,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\472_etnia_barcelona_bela.jpg,https://www.etniabarcelona.com/us/en/optical
